brand,model,year,price,currency,pub_date,title,url
Sunseeker,Portofino 47,2006,235000.0,GBP,2020-05-15,"£235,000 Yacht Tour : 2006 Sunseeker Portofino 47",https://www.youtube.com/watch?v=hTrpYT-DRGA
Windy,SR44 Blackhawk,2020,700000.0,EUR,2020-05-12,"€700,000 Yacht Tour : Windy SR44 Blackhawk",https://www.youtube.com/watch?v=8d9UNq-x7YY
Prestige,590S Sportfly,2020,820000.0,GBP,2020-05-05,"£820,000 Yacht Tour : Prestige 590S Sportfly",https://www.youtube.com/watch?v=AzmbZjhBg_U
Cheoy,Lee 84,2006,2000000.0,USD,2020-05-03,"$2,000,000 Yacht Tour : 2006 Cheoy Lee 84",https://www.youtube.com/watch?v=RqxlFVwFJL4
Jeanneau,Leader 8,2013,64000.0,GBP,2020-04-28,"£64,000 Yacht Tour : 2013 Jeanneau Leader 8",https://www.youtube.com/watch?v=Eq25D9uwmoo
Sir,Roger Moore&#39;s Sunseeker Tomahawk 41,2020,,Not available,2020-04-14,The real James Bond&#39;s boat : Sir Roger Moore&#39;s Sunseeker Tomahawk 41,https://www.youtube.com/watch?v=zcTsLe38n9U
Sirena,58,2020,975000.0,EUR,2020-04-01,"€975,000 Yacht Tour : Sirena 58",https://www.youtube.com/watch?v=XkrIOMPpq-k
Nor-Tech,80,2011,2700000.0,USD,2020-02-25,"$2,700,000 Yacht Tour : 2011 Nor-Tech 80",https://www.youtube.com/watch?v=EpGgRancBVM
Fairline,Targa 45GT,2020,520000.0,GBP,2020-02-16,"£520,000 Yacht Tour : Fairline Targa 45GT",https://www.youtube.com/watch?v=gZYRWt4Ufuw
Sealine,F34,2007,125000.0,GBP,2020-03-24,"£125,000 Yacht Tour : 2007 Sealine F34",https://www.youtube.com/watch?v=DEuf3pqfrUs
Grand,Banks 60 Skylounge,2020,4000000.0,USD,2020-03-17,"$4,000,000 Yacht Tour : Grand Banks 60 Skylounge",https://www.youtube.com/watch?v=3MgwwmA8-WY
Palm,Beach GT60,2020,2900000.0,USD,2020-03-10,"$2,900,000 Yacht Tour : Palm Beach GT60",https://www.youtube.com/watch?v=g2K5zS8nkt0
Azimut,Magellano 53,2020,880000.0,EUR,2020-03-03,"€880,000 Yacht Tour : Azimut Magellano 53",https://www.youtube.com/watch?v=awbRCVm4yww
Azimut,72,2020,2750000.0,EUR,2020-02-09,"€2,750,000 Yacht Tour : Azimut 72",https://www.youtube.com/watch?v=a6jI2o6D9Vc
Hatteras,65GT,2020,,Not available,2020-02-28,Yacht Tour : Hatteras 65GT,https://www.youtube.com/watch?v=btZ2Y8kVn1A
Prestige,680S,2020,1600000.0,GBP,2020-02-21,"£1,600,000 Yacht Tour : Prestige 680S",https://www.youtube.com/watch?v=qI1d2wtEciU
Tofinou,8 and Tofinou 9.7,2020,98000.0,EUR,2020-02-18,"€98,000 Yacht Tour : Tofinou 8 and Tofinou 9.7",https://www.youtube.com/watch?v=ncTpzOzbgc4
Greenline,45 (Hybrid version available),2020,500000.0,EUR,2020-02-07,"€500,000 Yacht Tour : Greenline 45 (Hybrid version available)",https://www.youtube.com/watch?v=QheFR4IgQYY
Nautitech,46 Fly,2020,470000.0,EUR,2020-02-11,"€470,000 Yacht Tour : Nautitech 46 Fly",https://www.youtube.com/watch?v=KKgIKikTb78
Windy,37 Shamal,2020,432000.0,GBP,2020-02-04,"£432,000 Yacht Tour : Windy 37 Shamal",https://www.youtube.com/watch?v=dGURQYaum8Q
Arcadia,Sherpa XL,2020,5000000.0,EUR,2020-01-31,"€5,000,000 Yacht Tour : Arcadia Sherpa XL",https://www.youtube.com/watch?v=fNKidv1bS-0
Axopar,37,2020,230000.0,EUR,2020-01-28,"€230,000 Yacht Tour : Axopar 37",https://www.youtube.com/watch?v=dIkpiaEJ8D8
Princess,V40,2020,325000.0,GBP,2020-01-24,"£325,000 Yacht Tour : Princess V40",https://www.youtube.com/watch?v=ubw-5TkyxE8
Princess,S62,2020,1450000.0,GBP,2020-01-19,"£1,450,000 Yacht Tour : Princess S62",https://www.youtube.com/watch?v=Lq7pUG-RpnI
Cranchi,E26 Classic,2020,95000.0,EUR,2020-01-17,"€95,000 Yacht Tour Cranchi E26 Classic",https://www.youtube.com/watch?v=B3vK7qCORGI
Princess,R35,2020,560000.0,GBP,2020-01-14,"£560,000 Yacht Tour : Princess R35",https://www.youtube.com/watch?v=Oj2ApbJ_6bA
Beneteau,Monte Carlo 52,2020,660000.0,GBP,2020-01-12,"£660,000 Yacht Tour : Beneteau Monte Carlo 52",https://www.youtube.com/watch?v=7rKD5Zve4E8
Cranchi,T36,2020,330000.0,EUR,2020-01-10,"€330,000 Yacht Tour Cranchi T36",https://www.youtube.com/watch?v=pOltQSz0PzQ
Sunseeker,Predator 50,2019,850000.0,GBP,2019-12-29,"£850,000 Yacht Tour Sunseeker Predator 50",https://www.youtube.com/watch?v=fwaKh6EZUFU
Bavaria,Vision 42,2020,144000.0,GBP,2020-01-07,£144K Yacht Tour : Bavaria Vision 42,https://www.youtube.com/watch?v=Pf0El75qvZk
Princess,S66,2020,1900000.0,GBP,2020-01-05,"£1,900,000 Yacht Tour : Princess S66",https://www.youtube.com/watch?v=zwxmRcKJuUA
Boston,Whaler 420 Outrage,2020,700000.0,GBP,2020-01-03,"£700,000 Yacht Tour Boston Whaler 420 Outrage",https://www.youtube.com/watch?v=OyuRfDrPQqs
Fairline,Targa 45 Open,2019,499000.0,GBP,2019-12-20,"£499,000 Yacht Tour : Fairline Targa 45 Open",https://www.youtube.com/watch?v=9Ii3WiiUrwc
Brabus,Shadow 500 800,2019,170000.0,EUR,2019-12-17,€170K €340K Yacht Tours : Brabus Shadow 500 800,https://www.youtube.com/watch?v=7nxnhu8w3jA
Princess,Y78,2019,3547000.0,GBP,2019-12-15,"£3,547,000 Yacht Tour : Princess Y78",https://www.youtube.com/watch?v=LOI0TWI4_vs
Bavaria,S40,2019,248000.0,GBP,2019-12-13,"£248,000 Yacht Tour : Bavaria S40",https://www.youtube.com/watch?v=mXqkZ0AKIBk
Beneteau,Swift Trawler 47,2019,440000.0,GBP,2019-12-10,"£440,000 Yacht Tour : Beneteau Swift Trawler 47",https://www.youtube.com/watch?v=kUQ7mMj506Q
Princess,F55,2019,995000.0,GBP,2019-12-08,"£995,000 Yacht Tour : Princess F55",https://www.youtube.com/watch?v=LhKEvYSVG7A
Fairline,Targa 40,2004,120000.0,GBP,2019-12-03,"£120,000 Yacht Tour : 2004 Fairline Targa 40",https://www.youtube.com/watch?v=4FyPL2bM02E
Cranchi,T55,2019,995000.0,EUR,2019-12-01,"€995,000 Yacht Tour : Cranchi T55",https://www.youtube.com/watch?v=2iZJ0hXOLjU
Fairline,Targa 65 GTO,2019,1600000.0,GBP,2019-11-29,"£1,600,000 Yacht Tour : Fairline Targa 65 GTO",https://www.youtube.com/watch?v=m_apPDHNpQ0
Sunseeker,San Remo,2014,580000.0,GBP,2019-11-26,"£580,000 Yacht Tour : 2014 Sunseeker San Remo",https://www.youtube.com/watch?v=u4D8Y_-RNu4
Van,der Valk BeachClub 660,2019,3400000.0,EUR,2019-11-24,"€3,400,000 Yacht Tour : Van der Valk BeachClub 660",https://www.youtube.com/watch?v=zFQClowSSpA
Azimut,78,2019,3150000.0,EUR,2019-11-22,"€3,150,000 Yacht Tour : Azimut 78",https://www.youtube.com/watch?v=zzGnuxAFq64
Sunseeker,Predator Evo 60,2019,1135000.0,GBP,2019-09-29,"£1,135,000 Yacht Tour : Sunseeker Predator Evo 60",https://www.youtube.com/watch?v=PPlI0SaM0gA
Hallberg,Rassy 57,2019,1400000.0,GBP,2019-10-27,"£1,400,000 Yacht Tour : Hallberg Rassy 57",https://www.youtube.com/watch?v=DFw7UA-OzLw
Princess,62,2019,1500000.0,GBP,2019-05-21,£1.5M Yacht Tour : Princess 62,https://www.youtube.com/watch?v=GgZWlIIhcPY
Princess,430,1998,135000.0,GBP,2019-11-15,"£135,000 Yacht Tour : 1998 Princess 430",https://www.youtube.com/watch?v=g-giwEdUzHw
Marex,360 Cabriolet Cruiser,2019,300000.0,GBP,2019-11-19,"£300,000 Yacht Tour : Marex 360 Cabriolet Cruiser",https://www.youtube.com/watch?v=JPOuQgbQZQA
Fleming,58,2019,3290000.0,USD,2019-09-20,"$3,290,000 Yacht Tour : Fleming 58",https://www.youtube.com/watch?v=NkFzHJuzGBs
Azimut,S8,2019,3350000.0,EUR,2019-10-29,"€3,350,000 Yacht Tour : Azimut S8",https://www.youtube.com/watch?v=p6oIY1TIueI
Cranchi,E52F &amp;E52S Evoluzione,2019,900000.0,EUR,2019-11-08,"€900,000 Yacht Tour Cranchi E52F &amp;E52S Evoluzione",https://www.youtube.com/watch?v=4mDkMU-gK-E
Sunseeker,76 Yacht,2019,2750000.0,GBP,2019-11-10,"£2,750,000 Yacht Tour : Sunseeker 76 Yacht",https://www.youtube.com/watch?v=Bhyyy9TmmQQ
,,,535000.0,GBP,2019-06-06,"£535,000 SuperBoat tour &amp; drive! Sunseeker Hawk 38",https://www.youtube.com/watch?v=Lz0UOwgEzNE
Princess,V55,2019,1100000.0,GBP,2019-11-03,"£1,100,000 Yacht Tour : Princess V55",https://www.youtube.com/watch?v=PujXtojXBYo
Elling,E6,2019,1689000.0,GBP,2019-11-01,"£1,689,000 Yacht Tour : Elling E6",https://www.youtube.com/watch?v=JoAi_FFy3sk
Princess,64,2011,150000.0,GBP,2019-09-06,"£150,000 (now £130K) Yacht Quarters Tour : 2011 Princess 64",https://www.youtube.com/watch?v=rmj_lQuF_4g
Chris-Craft,Catalina 34,2019,395000.0,GBP,2019-09-10,"£395,000 Yacht Tour &amp; Drive : Chris-Craft Catalina 34",https://www.youtube.com/watch?v=-b-17cdbovQ
Princess,F45,2019,581000.0,GBP,2019-07-16,£581K Yacht Tour : Princess F45,https://www.youtube.com/watch?v=aMGDwA1uzSw
Sunseeker,Predator 57,2019,1000000.0,GBP,2019-06-14,£1M Yacht Tour : Sunseeker Predator 57,https://www.youtube.com/watch?v=I-krQUCVwjw
Beneteau,Monte Carlo 6,2018,1000000.0,GBP,2018-10-28,£1M Yacht Tour : Beneteau Monte Carlo 6,https://www.youtube.com/watch?v=LawiRDEerOI
Princess,43,2019,665000.0,GBP,2019-10-20,"£665,000 Yacht Tour : Princess 43",https://www.youtube.com/watch?v=8g1jlm-ENnU
Princess,V57,2014,775000.0,GBP,2019-10-13,"£775,000 Yacht Tour : 2014 Princess V57",https://www.youtube.com/watch?v=WIwbzFr8s6A
Greenline,48 Fly,2019,700000.0,GBP,2019-10-08,£700K Yacht Tour : Greenline 48 Fly,https://www.youtube.com/watch?v=4O58B6kU4oE
Sunseeker,Outlaw,2019,4000.0,GBP,2019-10-02,"£4,000 Yacht Tour : Sunseeker Outlaw",https://www.youtube.com/watch?v=D_mnubbf12g
Princess,V72,2013,1225000.0,GBP,2019-09-13,"£1,225,000 Yacht Tour : 2013 Princess V72",https://www.youtube.com/watch?v=HnILuV3cmCI
Princess,72,2014,1800000.0,GBP,2019-09-01,£1.8M Yacht Tour : 2014 Princess 72,https://www.youtube.com/watch?v=EvBm1h3_tF0
Princess,Y75,2019,3500000.0,GBP,2019-08-09,£3.5M Yacht Tour : Princess Y75,https://www.youtube.com/watch?v=GxYKC-hbUmU
Bavaria,C45,2019,200000.0,GBP,2019-09-08,£200K Yacht Tour : Bavaria C45,https://www.youtube.com/watch?v=R9ncJCOtHpg
Princess,V52,2012,495000.0,GBP,2019-08-18,"£495,000 Yacht Tour : 2012 Princess V52",https://www.youtube.com/watch?v=lsDThxezfbw
Fairline,Targa 38,2006,130000.0,GBP,2019-08-13,£130K Yacht Tour : 2006 Fairline Targa 38,https://www.youtube.com/watch?v=iFw9FXUxFLg
Broom,450,2007,380000.0,GBP,2019-08-11,"£380,000 Yacht Tour : 2007 Broom 450",https://www.youtube.com/watch?v=c76qGg2X_Cc
Fairline,Squadron 53,2019,1170000.0,GBP,2019-08-04,£1.17M Yacht Tour : Fairline Squadron 53,https://www.youtube.com/watch?v=W0gEaQMb1vQ
Bavaria,R40 Coupe,2019,281000.0,GBP,2019-08-06,£281K Yacht Tour : Bavaria R40 Coupe,https://www.youtube.com/watch?v=mde1_tlE2t4
Horizon,62,2003,400000.0,GBP,2019-08-02,£400K Yacht Tour : 2003 Horizon 62,https://www.youtube.com/watch?v=_5qxDMnaHUU
Sealine,S330,2017,200000.0,GBP,2019-07-30,£200K Yacht Tour : 2017 Sealine S330,https://www.youtube.com/watch?v=JtaUHi_E_Xo
Fairline,Targa 48GT vs Targa 48 Open,2019,,Not available,2019-07-23,Yacht Tour : Fairline Targa 48GT vs Targa 48 Open,https://www.youtube.com/watch?v=QfuWgh5a5XA
Princess,V65,2001,349000.0,GBP,2019-07-21,£349K Yacht Tour : 2001 Princess V65,https://www.youtube.com/watch?v=5pmoxP8Qf3g
Fairline,Squadron 65,2015,900000.0,GBP,2019-07-05,£900K Yacht Tour : 2015 Fairline Squadron 65,https://www.youtube.com/watch?v=-pfhHtJxcLc
Princess,F70,2019,2600000.0,GBP,2019-06-30,£2.6M Yacht Tour : Princess F70,https://www.youtube.com/watch?v=aL5V8CnRsGM
Nordhavn,52,2016,1100000.0,GBP,2019-05-18,£1.1M Yacht Tour : 2016 Nordhavn 52,https://www.youtube.com/watch?v=o0Qqnzx8k1U
Chris,Craft Launch 28GT,2019,,Not available,2019-06-23,Yacht Tour : Chris Craft Launch 28GT,https://www.youtube.com/watch?v=10Yybz5-p6o
Princess,56,2017,1150000.0,GBP,2019-06-17,£1.15M Yacht Tour : 2017 Princess 56,https://www.youtube.com/watch?v=fxWLa0pgIRs
Jeanneau,Sun Odyssey 410,2019,250000.0,GBP,2019-06-11,£250K Yacht Tour : Jeanneau Sun Odyssey 410,https://www.youtube.com/watch?v=Vygg-8TLggM
Chris,Craft 34 Corsair,2019,344000.0,GBP,2019-06-04,£344K Yacht Tour : Chris Craft 34 Corsair,https://www.youtube.com/watch?v=lUgfC0EW7q8
Nordhavn,43,2011,545000.0,GBP,2019-05-24,£545K Yacht Tour : 2011 Nordhavn 43,https://www.youtube.com/watch?v=qSROGOKyTb4
Princess,S60,2019,1600000.0,GBP,2019-05-16,£1.6M Yacht Tour : Princess S60,https://www.youtube.com/watch?v=BkCc_CUx2jM
Sunseeker,52 Manhattan,2019,920000.0,GBP,2019-01-04,"£920,000 Yacht Tour : Sunseeker 52 Manhattan",https://www.youtube.com/watch?v=KXr14PFCqZ4
Prestige,590,2019,900000.0,GBP,2019-05-10,£900K Yacht Tour : Prestige 590,https://www.youtube.com/watch?v=l-syLsO2Sw0
Axopar,37 Sun-Top Brabus Line,2019,,Not available,2019-04-25,Yacht Tour : Axopar 37 Sun-Top Brabus Line,https://www.youtube.com/watch?v=Eh7xwntKtZ0
Sunseeker,Manhattan 52,2008,,Not available,2019-04-18,Yacht Tour : 2008 Sunseeker Manhattan 52,https://www.youtube.com/watch?v=OyRJA4i3rnY
Botnia,Targa 46,2019,620000.0,GBP,2019-04-04,"£620,000 Yacht Tour : Botnia Targa 46",https://www.youtube.com/watch?v=N6_SEe-t9AQ
President,485,1992,165000.0,GBP,2019-03-26,£165K Yacht Tour : 1992 President 485,https://www.youtube.com/watch?v=AOrTu6_YQUE
Pearl,80,2019,3000000.0,GBP,2019-03-09,£3M Yacht Tour : Pearl 80,https://www.youtube.com/watch?v=HGnqCxKb84U
Princess,V50,2018,600000.0,GBP,2018-06-28,£600K Yacht Tour : Princess V50,https://www.youtube.com/watch?v=HzRyBf3YAnc
Nordhavn,63,2018,,Not available,2018-11-20,Yacht Tour : Nordhavn 63,https://www.youtube.com/watch?v=o5NK1wbRqqg
Beneteau,GT50 Sportfly,2018,575000.0,GBP,2018-11-26,£575K Yacht Tour : Beneteau GT50 Sportfly,https://www.youtube.com/watch?v=ITb7Hub6S2k
Beneteau,Oceanis 62,2018,675000.0,GBP,2018-11-02,"£675,000 Yacht Tour : Beneteau Oceanis 62",https://www.youtube.com/watch?v=unJwQmMCRUs
Prestige,630S,2018,,Not available,2018-03-28,Yacht Tour : Prestige 630S,https://www.youtube.com/watch?v=iHLQ7owesIc
Intercruiser,28 Cabrio,2018,,Not available,2018-11-09,Yacht Tour : Intercruiser 28 Cabrio,https://www.youtube.com/watch?v=ituWnzeAT0Q
Fairline,Phantom 40,2007,190000.0,GBP,2020-05-29,"£190,000 Yacht Tour : 2007 Fairline Phantom 40",https://www.youtube.com/watch?v=AJUTqgGgFr4
Galeon,305 HTS,2020,160000.0,GBP,2020-05-19,"£160,000 Yacht Tour : Galeon 305 HTS",https://www.youtube.com/watch?v=9gFBxlOB8JY
Galeon,335 HTS,2020,227000.0,GBP,2020-06-12,"£227,000 Yacht Tour : Galeon 335 HTS",https://www.youtube.com/watch?v=1Q9cf6G718g
Princess,52,2017,850000.0,GBP,2020-05-24,"£850,000 Yacht Tour : 2017 Princess 52",https://www.youtube.com/watch?v=2vromgSgbp4
Princess,V50,2018,749000.0,GBP,2020-06-05,"£749,000 Yacht Tour : 2018 Princess V50",https://www.youtube.com/watch?v=2h6GloWOkuw
Greenline,40 HYBRID,2020,390000.0,EUR,2020-05-26,"€390,000 Yacht Tour : Greenline 40 HYBRID",https://www.youtube.com/watch?v=D0v65Q703ZI
Fairline,F Line 33,2020,250000.0,GBP,2020-06-14,"£250,000 Yacht Tour : Fairline F Line 33",https://www.youtube.com/watch?v=lGly38Gf70o
HCB,53 Centre Console,2020,1350000.0,USD,2020-09-18,"$1,350,000 Yacht Tour : HCB 53 Centre Console",https://www.youtube.com/watch?v=LAb3bE74AA8
Brabus,Shadow 900 Black Ops,2020,460000.0,EUR,2020-08-30,"€460,000 Yacht Tour : Brabus Shadow 900 Black Ops",https://www.youtube.com/watch?v=hqCU1hG9ic0
-,Bavaria SR41,2020,276000.0,EUR,2020-09-04,"€276,000 Yacht Tour - Bavaria SR41",https://www.youtube.com/watch?v=UziWmzIqtSU
Chris,Craft Launch 28 30,2015,150000.0,GBP,2020-09-04,"£150,000 Yacht Tour : 2015 Chris Craft Launch 28 30",https://www.youtube.com/watch?v=2v28BJi_FHA
Fleming,65,2017,3300000.0,USD,2020-12-20,$3.3 Million Yacht Tour : 2017 Fleming 65,https://www.youtube.com/watch?v=N0gtnO6EkvY
Azimut,Atlantis 51,2020,655000.0,GBP,2020-12-27,"£655,000 Yacht Tour : Azimut Atlantis 51",https://www.youtube.com/watch?v=Hzd35Wv2uQ4
Aintree,Widebeam,2017,160000.0,GBP,2021-05-07,"£160,000 Inland boat tour : 2017 Aintree Widebeam",https://www.youtube.com/watch?v=KR-j_f-ivMM
Sealine,C330,2021,199000.0,GBP,2021-01-19,"£199,000 Yacht Tour : Sealine C330",https://www.youtube.com/watch?v=3pc_1X_puRY
Antarctic,Chartering,2021,,Not available,2021-06-30,Skip Novak Interview : Antarctic Chartering,https://www.youtube.com/watch?v=_g1MeRtzxbo
,,,,Not available,2021-09-12,Boat Drive Systems Explained,https://www.youtube.com/watch?v=zP45_c1r-hI
Jeanneau,Sun Odyssey 490,2021,304000.0,GBP,2021-09-03,"£304,000 Yacht Tour : Jeanneau Sun Odyssey 490",https://www.youtube.com/watch?v=FG2Bld0ekDI
Dromeas,D28CC,2021,120000.0,GBP,2021-11-23,"£120,000 Yacht Tour : Dromeas D28CC",https://www.youtube.com/watch?v=_ZAVq9PZDyk
Beneteau,Oceanis 46.1,2021,450000.0,GBP,2021-12-12,"£450,000 Yacht Tour : Beneteau Oceanis 46.1",https://www.youtube.com/watch?v=nWcBZl4mfz4
Sunseeker,San Remo 33,1986,29000.0,GBP,2022-03-15,"£29,000 Yacht Tour : 1986 Sunseeker San Remo 33",https://www.youtube.com/watch?v=0fAuoGJWHVs
Cranchi,E30 Endurance,2022,213000.0,GBP,2022-03-29,"£213,000 Yacht Tour : Cranchi E30 Endurance",https://www.youtube.com/watch?v=afTvTSuCIQA
Back,Cove 26,2008,75000.0,GBP,2022-04-12,"£75,000 Yacht Tour : 2008 Back Cove 26",https://www.youtube.com/watch?v=syi1tq8yYFE
Cigarette,38 Top Gun,1994,55000.0,GBP,2022-04-15,"£55,000 Yacht Tour : 1994 Cigarette 38 Top Gun",https://www.youtube.com/watch?v=G1QRo6_7X38
